,a,a error,b,b error,chi2
0,0.0091193604955949,0.0032099707191286905,663.5718792010706,0.34855633510980194,1.2925162983966323
1,0.012837269695695876,0.0033711336197114923,796.0574715795357,0.3660831770898066,0.7246371516354457
2,0.019076173570942562,0.004334378638307679,821.8760732522719,0.470064631048937,0.8197588655029454
3,0.01843564061795941,0.003780094200893952,903.7196820651717,0.4101992572764988,0.6205989434543617
4,0.026934536030258718,0.004399236113152173,978.8947234786015,0.4765091045514836,0.46116302291603145
5,-0.004355046071532311,0.0038474451123498552,777.4427808966219,0.4181638971980996,0.8120033635262025
6,-0.0015730513312083303,0.0034406470845658875,686.801498959141,0.37379269689917827,0.9601215922205242
7,0.02115477604838131,0.0038451945287709013,880.8523725655367,0.41684330798142666,0.5848055119331399
8,0.007520164692058008,0.004447951453695846,784.787715915486,0.4829719863931498,0.9278161819891267
9,0.027654447044532775,0.004539700537101881,885.9393338029663,0.49198117144661474,0.9437323210534024
10,0.001602987739553365,0.0032980363293235366,667.7694258222267,0.3585215072389306,1.1223822622925888
11,0.007224065348542658,0.0030279198238408393,684.1241979329587,0.3288357362804558,1.0397613796830005
12,0.009137903273302403,0.0017013243908711123,513.0441394823374,0.18472098759486258,0.6353358352614142
13,0.008964258073548531,0.0033320746993882972,690.5328927210367,0.3619385157308466,1.1837632457150384
14,0.016236453693528233,0.004077620619124107,824.5460087134162,0.44254424598604225,0.8468555839949705
15,0.008864715287371943,0.003074541304833323,848.4066291274465,0.33397342841144567,0.4657212835520779
16,0.004437473782291157,0.0036353911056776276,867.4056042252648,0.3951880895828275,0.6946209912526707
17,0.011406043632000106,0.0028457058605464033,633.1991118083632,0.3090310944916309,1.0614638105411136
18,0.010481176468653226,0.0019531073112507126,483.26123887284604,0.2120210881961948,0.7283030869237866
19,0.01961167972983983,0.003471827337736564,715.177189970243,0.3766541315248375,1.0326069352102822
20,0.022661284887301708,0.003741855418492146,933.6716800780902,0.4058866996051916,0.4387543382567381
21,0.03534875126833215,0.005549554139838014,1015.4118798602818,0.601934899241491,0.7801065959962367
22,0.010644842210656461,0.003190542518722086,693.8321382728527,0.34649620156487265,0.6581479189248991
23,0.014914035053638555,0.0036568783530552596,748.5677913115445,0.39704878794811244,0.7065978991555796
